fecha,tipo_servicio,nombre_servicio,puntuacion,comentario,idioma
2020-12-22,Hotel,Ezmeral Grand Hotel,3,¡Ah el 'Ezmeral Grand Hotel'... qué experiencia qué maravilla! Si lo que buscas es sentirte como en una cápsula espacial este es tu lugar. Las habitaciones son tan 'amplias' que podrías tocar las cuatro paredes sin moverte de la cama... ¡qué eficiencia! Eso sí si viajas con más de una maleta prepárate para un emocionante juego de Tetris. El desayuno... bueno ¿qué decir? Es 'inolvidable'. Si te gusta el pan duro como roca y el café que sabe a agua con sabor a decepción estás de suerte.,
2019-08-13,Hotel,Alletra Resort,5,Excelente hotel. desayuno delicioso. habitaciones cómodas. ¡Volveré seguro!,
2019-10-18,Hotel,GreenLake Digital Business Suites,4,Experiencia agradable. instalaciones modernas. Recomendable.,
2019-10-01,Hotel,ProLiant Place,4,Experiencia agradable. excelente ubicación. Recomendable.,
2020-09-18,Ruta,Aruba Central - HPE Innovation Hub,4,Ruta recomendable. guía muy informativo. Disfrutamos mucho.,
2020-11-18,Servicio,Inmobiliaria Luján S.Coop. Parque,5,¡Servicio excelente! gran variedad de opciones. gran variedad de opciones. Volveré sin duda.,
2022-05-22,Hotel,Pointnext Signature Residences & Suites,4,Experiencia agradable. desayuno delicioso. Recomendable.,
2021-09-18,Ruta,Aruba Central - Simplivity Springs,4,Buena ruta en general. puntos de interés fascinantes. Solo un punto de interés estaba en renovación.,
2020-02-03,Ruta,Aruba Central - ProLiant Village,3,La ruta turística 'Aruba Central - ProLiant Village' ofrece una experiencia mixta. La señalización es aceptable aunque en algunos tramos resulta confusa lo que dificulta seguir el camino sin consultar el mapa varias veces. La duración del recorrido es adecuada para una excursión de medio día pero se siente un poco larga debido a la falta de puntos de interés destacados en ciertas áreas. En cuanto al valor considero que está bien para lo que ofrece aunque no es una ruta que destaque por su relación calidad-precio. El paisaje es agradable con algunas vistas interesantes de la vegetación local y pequeñas formaciones ro,
2023-09-14,Hotel,Ezmeral Grand Hotel,4,Buena estancia en general. habitaciones cómodas. Solo el check-out podría ser más tarde.,
2022-04-18,Hotel,Ezmeral Grand Hotel,5,Excelente hotel. habitaciones cómodas. desayuno delicioso. ¡Volveré seguro!,
2024-05-16,Ruta,Nimble Peak - HPE Innovation Hub,3,"Ruta aceptable. puntos de interés fascinantes, pero transporte incómodo.",
2022-07-20,Servicio,Suministros Pujol y asociados S.A.T. Restaurante,5,¡Oh qué experiencia *inolvidable* en 'Suministros Pujol y Asociados S.A.T. Restaurante'! Sin duda un lugar que redefine el concepto de 'profesionalismo'... Si por profesionalismo entendemos que el personal te mira con cara de '¿y tú qué haces aquí?' mientras te atienden. ¡Pero no se preocupen! Ese toque de indiferencia le da un encanto único al lugar. Las instalaciones son... bueno digamos que tienen un 'estilo vintage' muy particular. Los muebles parecen sacados de una película de los 80 y el olor a 'nostalgia' (o tal vez a humedad) te transporta a otro tiempo. ¡Qué detalle tan *especial*! En cuanto al tiempo de espera... ¡qué decir! Si te gusta tener tiempo para reflexionar sobre la vida este es tu sitio. Esperé tan poco que hasta me dio tiempo de leer un par de capítulos de 'Cien años de soledad'... y eso que solo pedí un café. ¡Eficiencia al máximo! Eso sí cuando finalmente llegó el café estaba tan frío que pensé que era un *experimento culinario* para desafiar las leyes de la termodinámica. ¡Bravo! Mi consejo para otros clientes: lleven,
2024-06-28,Hotel,Aruba Luxury Lodge,4,¡¡¡WOW!!! ¡¡¡QUÉ EXPERIENCIA INCREÍBLE EN ARUBA LUXURY LODGE!!! 😍✨ Desde el momento en que llegamos nos recibieron con una SONRISA GIGANTE y un servicio que nos hizo sentir como REYES Y REINAS 👑. ¡El personal es simplemente ESPECTACULAR! ¡Nunca habíamos visto tanta AMABILIDAD y ATENCIÓN AL DETALLE! ¡Gracias especialmente a María en recepción que nos ayudó con TODO y hasta nos recomendó los MEJORES lugares para cenar en la isla! 🙌🍴 ¡Y HABLEMOS DEL DESAYUNO! 🥐🍳 ¡¡¡ES DE OTRO MUNDO!!! ¡Buffet con frutas frescas jugos naturales waffles recién hechos y hasta opciones locales que,
2019-03-14,Servicio,Inversiones Real y asociados S.Com. Transporte,1,Servicio pésimo. mala relación calidad-precio. No lo recomiendo.,
2023-03-09,Servicio,Iker Catalán Suárez S.A.U Parque,5,Experiencia increíble. servicio rápido. Lo mejor: instalaciones impecables.,
2023-02-15,Hotel,Cray Villas,4,Experiencia agradable. desayuno delicioso. Recomendable.,
2019-07-13,Servicio,Vinicio Jove Huertas S.L.L. Museo,3,¡HOLA A TODOS! ¡QUIERO COMPARTIR MI EXPERIENCIA EN 'VINICIO JOVE HUERTAS S.L.L. MUSEO'! 😃✨ FUE UNA VISITA INTERESANTE PERO CON ALGUNOS ALTIBAJOS. ¡LA RESOLUCIÓN DE PROBLEMAS FUE REGULAR! CUANDO TUVE UNA DUDA SOBRE UNA PIEZA DEL MUSEO EL PERSONAL INTENTÓ AYUDAR PERO LA EXPLICACIÓN NO FUE MUY CLARA. 😕 SIN EMBARGO ¡QUIERO DESTACAR A MARÍA UNA EMPLEADA MUY,
2024-02-23,Ruta,ProLiant Village - Apollo Heights,5,Absolutely loved the ProLiant Village - Apollo Heights route! The scenery was breathtaking—rolling hills lush forests and stunning views of the valley. It felt like stepping into a postcard. The value for money was incredible; the entrance fee was minimal and the experience was worth every penny. The attractions along the way were so diverse—from quaint little villages to ancient ruins and even a hidden waterfall we stumbled upon. The difficulty level was just right for me—challenging enough to feel rewarding but not so hard that it was exhausting. One highlight was the sunset at Apollo Heights; we reached the peak just in time and the sky was painted in shades of orange and pink. It was magical! A few minor typos on the info signs but honestly it added to the charm. 5/5 stars—would do it again in a heartbeat!,
2023-05-08,Hotel,Cray Villas,4,¡¡¡QUÉ EXPERIENCIA INCREÍBLE EN CRAY VILLAS!!! 😍✨ ¡Desde el momento en que llegamos nos sentimos BIENVENIDOS y atendidos como reyes! 👑 La UBICACIÓN es simplemente PERFECTA ¡a solo unos pasos de la playa y cerca de restaurantes y tiendas! 🏖️🍴 ¡No podríamos haber pedido un lugar más conveniente para disfrutar de nuestras vacaciones! 🌴 El personal fue SUPER AMABLE y ATENTO en TODO momento. ¡Especialmente María en recepción que nos dio recomendaciones GENIALES para explorar la zona! 💖 ¡Su sonrisa y disposición hicieron que nuestra estancia fuera aún más especial! 😊 En cuanto a la LIMPIEZA ¡IM-PEC-A-BLE! 🧼✨ Nuestra habitación estaba RELU,
2019-04-29,Servicio,Instalaciones Española S.L.L. Restaurante,4,Buen servicio en general. excelente relación calidad-precio. Solo un detalle del menú no estaba disponible.,
2024-01-23,Servicio,Lara y Sanz S.C.P Parque,5,Experiencia increíble. instalaciones impecables. Lo mejor: instalaciones impecables.,
2022-12-15,Hotel,Simplivity Golden Plaza Hotel,1,Servicio horrible. ruido excesivo. Nunca volveré.,
2022-04-10,Hotel,Aruba Luxury Lodge,5,¡Mi experiencia en el Aruba Luxury Lodge fue simplemente increíble y merece todas las estrellas posibles! Desde el momento en que llegué me sentí como en un paraíso. El desayuno fue una delicia absoluta: una variedad impresionante de opciones frescas y locales desde frutas tropicales hasta platos calientes personalizados. Los jugos recién exprimidos y el café de especialidad fueron el toque perfecto para empezar el día con energía. ¡Nunca había disfrutado tanto de una comida matutina! La habitación era espaciosa luminosa y decorada con un estilo elegante pero acogedor. Tenía una cama enorme y cómoda un balcón privado con vistas al mar y un baño moderno con productos de lujo. Realmente sentí que estaba en un refugio de tranquilidad. En cuanto al nivel de ruido fue perfecto: silencio absoluto por las noches lo que me permitió descansar profundamente. No escuché ni un solo sonido molesto ni de otros huéspedes ni del exterior. En cuanto al valor puedo decir que cada centavo valió la pena. La atención al detalle el servicio impecable y las comodidades de primera clase hicieron que mi estancia fuera inolvid,
2019-11-13,Servicio,Familia Barrera S.Com. Restaurante,3,El servicio en 'Familia Barrera S.Com. Restaurante' es aceptable pero tiene áreas que mejorar. En cuanto a accesibilidad el lugar está bien ubicado y cuenta con estacionamiento aunque el acceso para personas con movilidad reducida es limitado. El personal es amable pero en ocasiones falta profesionalismo como cuando se equivocaron en mi pedido y tardaron en darse cuenta. Sobre la resolución de problemas aunque intentaron compensar el error con un postre el proceso fue lento y poco eficiente. Un detalle específico: pedí un plato principal sin gluten pero llegó con ingredientes que no podía consumir lo,
2021-09-15,Ruta,Nimble Peak - HPE Innovation Hub,4,¡Vaya experiencia en el recorrido 'Nimble Peak - HPE Innovation Hub'! La verdad tengo sentimientos encontrados. ¡La duración del tour fue demasiado larga! Casi 4 horas caminando bajo el sol y aunque el paisaje era impresionante con esas vistas de montañas y valles que quitan el aliento ¡no sé si valió la pena tanto esfuerzo! Además ¿qué pasa con la señalización? ¡Había tramos donde no sabía si iba por el camino correcto! Unos carteles más claros no estarían de más ¿no creen? En cuanto a la seguridad bueno no me quejo pero hubo momentos en los que sentí que faltaban barandillas o protecciones en algunas zonas más empinadas. En fin fue una experiencia interesante pero con algunos detalles que podrían mejorar. ¡Le do,
2024-08-02,Ruta,Alletra City - ProLiant Village,4,¡Qué experiencia tan increíble fue recorrer la ruta turística de Alletra City a ProLiant Village! Le doy 4/5 estrellas porque aunque fue maravillosa hubo algunos detalles que podrían mejorar. La accesibilidad es bastante buena ya que el camino está bien señalizado y hay áreas de descanso a lo largo de la ruta. Sin embargo algunas partes del sendero podrían ser un poco complicadas para personas con movilidad reducida especialmente cerca de ProLiant Village donde hay algunas pendientes pronunciadas. El paisaje es simplemente espectacular. Desde los bosques frondosos hasta las vistas panorámicas de las montañas cada paso del camino es una postal. Lo que más me impresionó fue el mirador cerca del kilómetro 7 donde pude ver el amanecer sobre el valle. ¡Fue mágico!,
2022-08-08,Hotel,Apollo Diamond Suites,5,¡Mi experiencia en el Apollo Diamond Suites fue simplemente increíble y merece un rotundo 5/5 estrellas! Desde el momento en que llegué quedé impresionado por su ubicación privilegiada. El hotel está situado en el corazón de la ciudad a pocos pasos de los principales puntos de interés restaurantes y tiendas. Fue muy conveniente poder caminar a casi cualquier lugar sin necesidad de transporte adicional. Además desde mi habitación tenía una vista espectacular de la ciudad que me dejó sin palabras especialmente al atardecer. El personal del hotel fue otro aspecto que destacó durante mi estancia. Desde el recepcionista hasta el personal de limpieza todos fueron extremadamente amables atentos y profesionales. Recuerdo que un día olvidé mi cargador en la habitación y el personal no solo lo encontró rápidamente sino que también se aseguró de que me lo entregaran antes de mi salida. ¡Ese nivel de servicio realmente marca la diferencia! En cuanto a las instalaciones y comodidades el Apollo Diamond Suites no tiene nada que envidiar a los mejores hoteles. La habitación era espaciosa moderna y estaba impecablemente limpia. La cama era tan cómoda que dormí como un bebé todas las noches. Además el desayuno buffet,
2021-03-30,Servicio,Alimentación Campillo S.L. Parque,3,Alimentación Campillo S.L. Parque es un lugar con aspectos positivos y otros que podrían mejorar. La calidad de los productos es aceptable aunque no destacable; encontré algunos artículos frescos pero otros parecían estar un poco pasados de fecha. Las instalaciones son funcionales aunque algo anticuadas y con necesidad de mantenimiento especialmente en las áreas de refrigeración. El personal fue amable en general aunque en mi visita noté que no estaban muy atentos a las preguntas sobre los productos. En cuanto al valor los precios son razonables pero no son los más económicos de la zona. Un detalle específico: compré una bandeja,
2019-08-02,Ruta,HPE Innovation Hub - Simplivity Springs,3,El recorrido turístico 'HPE Innovation Hub - Simplivity Springs' es una experiencia interesante pero con aspectos que podrían mejorar. La señalización es confusa en algunos puntos lo que dificulta seguir la ruta sin perderse. En cuanto al valor siento que el precio no justifica del todo lo que se ofrece ya que la experiencia es más bien corta y no profundiza demasiado en los detalles técnicos. Durante mi visita me encontré con un compañero llamado Carlos quien también comentó que esperaba más interacción práctica y menos explicaciones teóricas. Aunque el lugar tiene su encanto creo que necesita ajustes para ofrecer una experiencia más completa y satisfact,
2020-08-26,Hotel,Alletra Haven,5,Experiencia increíble. personal amable. Lo mejor: excelente ubicación.,
2020-09-13,Ruta,GreenLake Shores - Alletra City,3,"Ruta aceptable. vistas impresionantes, pero guía poco informado.",
2021-11-22,Hotel,Alletra Haven,5,OH MON DIEU JE VIENS DE PASSER LE MEILLEUR SÉJOUR DE MA VIE À L’HOTEL ALLETRA HAVEN !!! C’EST TOUT SIMPLEMENT INCROYABLE JE DONNE SANS HÉSITATION UNE NOTE DE 5/5 ÉTOILES !!! 🌟🌟🌟🌟🌟 DÈS NOTRE ARRIVÉE NOUS AVONS ÉTÉ SOUFFLÉS PAR LA PROPRETÉ IMMACULÉE DES LIEUX !!! TOUT ÉTAIT BRILLANT DU HALL D’ACCUEIL JUSQU’À NOTRE CHAMBRE !!! LES DRAPS ÉTAIENT FRAIS LES SOLS ÉTAIENT SI PROPRES QU’ON AURAIT PU MANGER PAR TERRE (BON ON NE L’A PAS FAIT MAIS VOUS COMPRENEZ L’IDÉE !!!). ET PARLEZ-MOI DE LA TAILLE DE LA CHAMBRE !!! WOW !!! NOUS AVIONS PRIS UNE CHAMBRE STANDARD MAIS ELLE ÉTAIT PLUS GRANDE QUE CE À QUOI NOUS NOUS ATTENDIONS !!! IL Y AVAIT ASSEZ D’ESPACE POUR DANSER FAIRE NOS VALISES ET MÊME,
2023-07-12,Ruta,Nimble Peak - ProLiant Village,2,Por debajo de las expectativas. puntos de interés cerrados. Hay mejores opciones.,
2024-03-15,Hotel,GreenLake Platinum Heritage Inn,5,Experiencia increíble. excelente ubicación. Lo mejor: personal amable.,
2019-03-18,Hotel,Nimble Inn,5,Experiencia increíble. habitaciones cómodas. Lo mejor: personal amable.,
2021-08-28,Ruta,GreenLake Shores - Composable Cloud,4,Buena ruta en general. bien organizada. Solo un punto de interés estaba en renovación.,
2023-01-25,Ruta,HPE Innovation Hub - ProLiant Village,3,El recorrido turístico 'HPE Innovation Hub - ProLiant Village' es una experiencia interesante para los amantes de la tecnología pero no destaca especialmente en otros aspectos. Las atracciones se centran en exhibiciones de hardware y soluciones innovadoras de HPE lo cual es fascinante si te interesa el mundo de la computación pero puede resultar un poco monótono para quienes buscan algo más dinámico o visual. La dificultad del recorrido es baja ya que es principalmente caminar y observar aunque algunas explicaciones técnicas pueden ser confusas para quienes no están familiarizados con el tema. En cuanto a la seguridad todo está bien organizado y no hay ries,
2022-01-05,Servicio,Familia Julián S.A. Parque,3,'Ah 'Familia Julián S.A. Parque'... un lloc on el temps sembla que s'aturi i la 'eficàcia' sigui un concepte abstracte. Vaig arribar amb la il·lusió de gaudir d'un servei 'ràpid i de qualitat'... però oh sorpresa em van fer esperar 45 minuts per una atracció que va durar exactament 2 minuts i mig. Comptant els segons clar. La 'qualitat' de l'experiència? Bé si t'agrada sentir com si estiguessis en una fira de poble dels anys 80 aquest és el,
2021-11-07,Servicio,Banca Privada OLMJ S.L.N.E Transporte,4,Mi experiencia con Banca Privada OLMJ S.L.N.E Transporte ha sido en general satisfactoria aunque con algunos aspectos que podrían mejorar. Las instalaciones son modernas y bien equipadas lo que genera un ambiente profesional y confiable. Sin embargo tuve un pequeño inconveniente con un retraso en la entrega de un paquete pero debo destacar que el equipo de resolución de problemas actuó de manera eficiente y logró solucionar la situación en un plazo razonable. La comunicación fue clara en la mayoría de los casos aunque en algún momento sentí que podrían haber sido más proactivos al informarme sobre el estado de mi envío. Por otro lado el personal fue amable y atento en todo momento lo que hizo que la experiencia fuera más agradable. Un detalle que me gustó fue que al presentar mi queja me asignaron,
2019-02-26,Ruta,Ezmeral Valley - Alletra City,4,Ruta recomendable. guía muy informativo. Disfrutamos mucho.,
2024-05-11,Hotel,Simplivity Golden Plaza Hotel,3,"Aceptable, pero con margen de mejora. habitaciones sucias.",
2022-12-27,Hotel,Apollo Diamond Suites,5,Excelente hotel. personal amable. instalaciones modernas. ¡Volveré seguro!,
2022-07-10,Ruta,Nimble Peak - Alletra City,5,¡Ruta espectacular! transporte cómodo. bien organizada. Imprescindible.,
2024-09-06,Ruta,HPE Innovation Hub - Apollo Heights,3,"Ruta aceptable. vistas impresionantes, pero transporte incómodo.",
2021-11-17,Hotel,Aruba Lodge,4,Experiencia agradable. excelente ubicación. Recomendable.,
2024-09-02,Hotel,ProLiant Haven,2,Bastante decepcionante. habitaciones sucias. Esperaba mucho más.,
2020-11-02,Hotel,Ezmeral Grand Hotel,4,Experiencia agradable. habitaciones cómodas. Recomendable.,
2021-12-28,Ruta,Aruba Central - HPE Innovation Hub,5,¡Qué experiencia tan increíble en la ruta turística 'Aruba Central - HPE Innovation Hub'! Sin duda le doy 5/5 estrellas. Lo primero que me sorprendió fue lo bien organizado que está todo. A pesar de ser un lugar popular no sentí aglomeraciones incómodas. El flujo de personas estaba perfectamente gestionado lo que permitió disfrutar de cada detalle sin estrés. Las señalizaciones eran claras y precisas lo que hizo que fuera muy fácil moverse por el lugar sin perderse. En un momento me encontré con un compañero de viaje llamado Carlos quien compartió conmigo algunos datos curiosos sobre la tecnología que se exhibe en el hub. ¡Fue genial aprender de alguien tan apasionado! Un consejo para otros viajeros: lleven agua y usen calzado cómodo ya que hay bastante por explorar. Definitivamente esta ruta es una joya que combina innovación cultura y diversión. ¡No se la pierdan!,
2022-08-25,Servicio,Inversiones Sebastián S.Com. Tour Guiado,5,Oh vaja quina experiència més... 'inolvidable' amb 'Inversiones Sebastián S.Com. Tour Guiado'! 5/5 estrelles sens dubte. Per on començar? Ah sí l'actitud del personal... simplement 'exquisida'. És com si haguessin après a somriure mirant-se al mirall amb una mandíbula bloquejada. Tan amables que fins i tot em van fer preguntar si estava en un tour o en una audició per a una pel·lícula de terror. Però no no us equivoqueu eren 'professionals' fins a la punta dels cabells. I la comunicació? Oh Déu meu quina 'claritat'! Em van explicar tot amb tants detalls que vaig sentir que estava en una classe magistral de com no entendre res. Però clar jo sóc el culpable segur que no vaig escoltar bé... o potser van parlar en un idioma secret que només ells entenen. 'Transparència' en estat pur no hi ha dubte. En fi si voleu una experiència que us faci qüestionar tot el que sabeu sobre el servei al client aquest és el lloc ideal. Gràcies ',
2020-06-07,Servicio,Infraestructuras Castellana S.L. Transporte,2,Servicio deficiente. falta de opciones. Necesita mejorar mucho.,
2021-02-26,Ruta,Ezmeral Valley - Composable Cloud,3,"Experiencia promedio. bien organizada, aunque guía poco informado.",
2019-08-27,Hotel,Primera Grand,5,Experiencia increíble. excelente ubicación. Lo mejor: excelente ubicación.,
2022-08-06,Ruta,Apollo Heights - Nimble Peak,5,¡Ruta espectacular! transporte cómodo. vistas impresionantes. Imprescindible.,
2020-02-15,Ruta,ProLiant Village - Aruba Central,2,Por debajo de las expectativas. demasiado larga. Hay mejores opciones.,
2024-07-15,Ruta,ProLiant Village - GreenLake Shores,4,Buena ruta en general. vistas impresionantes. Solo hubo un pequeño retraso al inicio.,
2024-06-19,Hotel,Synergy Golden Grand Hotel,4,Experiencia agradable. instalaciones modernas. Recomendable.,
2021-12-07,Hotel,InfoSight Boutique Hotel,4,Buena estancia en general. desayuno delicioso. Solo el check-out podría ser más tarde.,
2019-06-27,Ruta,GreenLake Shores - Nimble Peak,3,"Ruta aceptable. bien organizada, pero transporte incómodo.",
2019-03-09,Servicio,Minería TVGI S.L.N.E Restaurante,4,Buen servicio en general. instalaciones impecables. Solo pequeño malentendido con la reserva.,
2019-09-09,Hotel,Alletra Haven,4,Buena estancia en general. personal amable. Solo el check-out podría ser más tarde.,
2020-12-11,Servicio,Guadalupe Molins Salas S.Coop. Atracción,1,¡HORRIBLE EXPERIENCIA CON GUADALUPE MOLINS SALAS S.COOP. ATTRACCIÓN! ¡NO RECOMIENDO PARA NADA ESTE SERVICIO! ¡ESTOY TOTALMENTE DECEPCIONADO/A Y FRUSTRADO/A! 😡😡😡 ¡PRIMERO QUE NADA LA FALTA DE PROFESIONALISMO ES INCREÍBLE! ¡LOS EMPLEADOS PARECÍAN NO TENER NI IDEA DE LO QUE HACÍAN! ¡CUANDO LES HICE UNA PREGUNTA SENCILLA ME MIRARON COMO SI YO FUERA EL PROBLEMA! ¡NI SIQUIERA TENÍAN UN PLAN CLARO PARA ATENDER A LOS CLIENTES! ¡ESTO ES INACEPTABLE PARA UN SERVICIO QUE SE SUPONE DEBE SER DE CALIDAD! 😤😤😤 ¡EL TIEMPO DE ESPERA FUE UNA PESADILLA! ¡ME TUVE QUE QUEDAR MÁS DE UNA HORA PARADO/A EN UNA FILA QUE NO AVANZABA! ¡Y LO PEOR ES QUE NO HABÍA NINGÚN TIPO DE INFORMACIÓN SOBRE CUÁNTO TIEMPO IBA A TARDAR! ¡NI SIQUIERA UN C,
2024-11-24,Hotel,Apollo Diamond Suites,2,Por debajo de las expectativas. ruido excesivo. Necesita mejorar.,
2019-02-19,Servicio,Familia Barrera S.Com. Restaurante,2,Servicio deficiente. largas esperas. Necesita mejorar mucho.,
2022-11-10,Hotel,InfoSight Boutique Hotel,5,Excelente hotel. desayuno delicioso. habitaciones cómodas. ¡Volveré seguro!,
2019-07-21,Servicio,Pancho Mayoral Goñi S.A.T. Transporte,1,Experiencia horrible. mala relación calidad-precio. Nunca más.,
2019-02-16,Ruta,Apollo Heights - Composable Cloud,4,Ruta recomendable. transporte cómodo. Disfrutamos mucho.,
2021-03-13,Ruta,Composable Cloud - Apollo Heights,4,Ruta recomendable. vistas impresionantes. Disfrutamos mucho.,
2024-01-10,Servicio,Inversiones Real y asociados S.Com. Transporte,5,Experiencia increíble. instalaciones impecables. Lo mejor: gran variedad de opciones.,
2021-03-16,Ruta,Apollo Heights - ProLiant Village,5,¡Ruta espectacular! transporte cómodo. bien organizada. Imprescindible.,
2019-03-24,Servicio,Fábrica Miralles & Asociados S.C.P Restaurante,5,¡Servicio excelente! servicio rápido. personal atento. Volveré sin duda.,
2022-02-14,Ruta,ProLiant Village - Aruba Central,4,Ruta recomendable. vistas impresionantes. Disfrutamos mucho.,
2019-08-05,Hotel,dHCI Executive Boutique Hotel,4,Experiencia agradable. habitaciones cómodas. Recomendable.,
2021-11-28,Hotel,Alletra Boutique Hotel,5,Experiencia increíble. excelente ubicación. Lo mejor: habitaciones cómodas.,
2024-12-14,Ruta,GreenLake Shores - Alletra City,4,Buena ruta en general. bien organizada. Solo el tiempo de descanso fue corto.,
2022-06-02,Servicio,Comercial Bru y asociados S.L.L. Restaurante,2,'¡Oh qué experiencia tan... memorable en Comercial Bru y Asociados S.L.L. Restaurante! Si lo que buscas es eficiencia este es el lugar perfecto... para aprender a esperar. Nuestra mesa estuvo lista en solo 45 minutos aunque habíamos reservado con antelación. ¡Todo un récord! Y la calidad de la comida... bueno digamos que si te gusta la comida fría y los platos que parecen haber sido preparados con 'amor' hace unas cuantas horas este es tu sitio. El pollo asado estaba tan jugoso... como un zapato viejo. En cuanto al personal no puedo dejar de mencionar a nuestro amable camarero Juan. ¡Qué profesional! Nos atendió con una sonrisa... cuando finalmente decidió aparecer claro. Y cuando le pedimos que nos explicara el menú nos mir,
2022-06-09,Hotel,Apollo Diamond Suites,2,Bastante decepcionante. ruido excesivo. Esperaba mucho más.,
2023-09-14,Servicio,Restauración del Sur S.Com. Tour Guiado,4,**Reseña de Restauración del Sur S.Com. Tour Guiado - 4/5 estrellas** Mi experiencia con Restauración del Sur S.Com. Tour Guiado fue en general muy positiva. El servicio que ofrecen es de buena calidad y se nota que tienen un equipo capacitado para atender a los clientes. En cuanto a la resolución de problemas tuve un pequeño inconveniente con la hora de inicio del tour pero el personal lo solucionó de manera rápida y eficiente lo cual agradecí mucho. Su profesionalismo es destacable ya que todo el itinerario estuvo bien organizado y cumplieron con lo prometido. El trato del personal fue amable y cordial en todo momento. Los guías mostraron un gran conocimiento sobre los lugares que visitamos y su actitud siempre fue servicial y atenta. Sin embargo hubo algunos momentos en los que,
2020-08-31,Ruta,Nimble Peak - GreenLake Shores,4,Buena ruta en general. guía muy informativo. Solo un punto de interés estaba en renovación.,
2022-10-05,Servicio,Finanzas Coronado y asociados S.L. Restaurante,3,"Experiencia promedio. gran variedad de opciones, aunque largas esperas.",
2023-08-19,Ruta,Nimble Peak - Alletra City,3,"Ruta aceptable. guía muy informativo, pero guía poco informado.",
2019-08-22,Ruta,Aruba Central - Nimble Peak,5,¡Ruta espectacular! puntos de interés fascinantes. vistas impresionantes. Imprescindible.,
2019-09-02,Servicio,Desarrollo Oller & Asociados S.L.N.E Parque,2,Bastante decepcionante. falta de opciones. Esperaba más.,
2022-09-19,Servicio,Manufacturas Bueno & Asociados S.L. Museo,3,"Servicio aceptable. gran variedad de opciones, pero instalaciones descuidadas.",
2023-07-08,Hotel,Apollo Diamond Suites,5,Experiencia increíble. personal amable. Lo mejor: habitaciones cómodas.,
2019-02-17,Servicio,Distribuciones Sala y asociados S.Coop. Tour Guiado,4,Experiencia agradable. gran variedad de opciones. Recomendable.,
2021-03-14,Ruta,Aruba Central - HPE Innovation Hub,5,¡Ruta espectacular! bien organizada. bien organizada. Imprescindible.,
2022-12-20,Servicio,Consultoría del Norte S.A. Transporte,3,Mi experiencia con Consultoría del Norte S.A. Transporte fue mixta. Por un lado el servicio es accesible y tiene una ubicación conveniente lo que facilita llegar a sus instalaciones. Sin embargo el tiempo de espera fue más largo de lo esperado. Tuve que esperar casi 45 minutos para ser atendido lo cual fue un poco frustrante. En cuanto al valor los precios son razonables pero no destacan como los más económicos del mercado. La comunicación fue otro punto débil; sentí que no me informaron claramente sobre algunos detalles del servicio lo que generó cierta confusión. A pesar de esto quiero destac,
2021-12-07,Hotel,Alletra Haven,1,Servicio horrible. personal poco amable. Nunca volveré.,
2023-02-20,Hotel,Apollo Towers,5,Experiencia increíble. excelente ubicación. Lo mejor: desayuno delicioso.,
2020-06-02,Hotel,Alletra Resort,4,Buena estancia en general. instalaciones modernas. Solo el check-out podría ser más tarde.,
2021-05-28,Hotel,Synergy Golden Grand Hotel,5,Excelente hotel. personal amable. habitaciones cómodas. ¡Volveré seguro!,
2020-03-05,Ruta,Ezmeral Valley - Composable Cloud,4,Ruta recomendable. guía muy informativo. Disfrutamos mucho.,
2021-06-08,Hotel,Apollo Resort & Spa,2,Por debajo de las expectativas. mala ubicación. Necesita mejorar.,
2021-05-20,Servicio,Inversiones Real y asociados S.Com. Transporte,5,Experiencia increíble. servicio rápido. Lo mejor: instalaciones impecables.,
2024-05-07,Servicio,Familia Barrera S.Com. Restaurante,5,Experiencia increíble. excelente relación calidad-precio. Lo mejor: gran variedad de opciones.,
2022-04-06,Hotel,Cray Villas,4,Mi estancia en Cray Villas fue realmente encantadora y relajante. El nivel de comodidad que ofrece este lugar es excepcional: las camas son muy cómodas con sábanas suaves y almohadas que te hacen sentir como en casa. La decoración del hotel es elegante y acogedora con un estilo moderno pero cálido que combina perfectamente con el entorno. Me encantó el toque de las plantas naturales en las áreas comunes que le dan un aire fresco y natural. Las instalaciones son de primera calidad. La piscina estaba impecable y el área del spa fue un verdadero lujo después de un día de turismo. Además el desayuno buffet tenía una gran variedad de opciones desde frutas frescas hasta platos locales todo muy bien preparado. En cuanto a la limpieza no tengo ninguna queja: todo estaba,
2024-09-21,Ruta,Simplivity Springs - Nimble Peak,4,Ruta recomendable. bien organizada. Disfrutamos mucho.,
2023-08-22,Servicio,Vinicio Jove Huertas S.L.L. Museo,5,¡Servicio excelente! excelente relación calidad-precio. instalaciones impecables. Volveré sin duda.,
2024-03-23,Ruta,HPE Innovation Hub - GreenLake Shores,2,Por debajo de las expectativas. guía poco informado. Hay mejores opciones.,
2019-06-24,Ruta,Nimble Peak - HPE Innovation Hub,3,"Experiencia promedio. puntos de interés fascinantes, aunque puntos de interés cerrados.",
2022-11-30,Servicio,Tecnologías Iberia S.L. Atracción,2,Bastante decepcionante. personal poco profesional. Esperaba más.,
2020-03-17,Hotel,GreenLake Platinum Heritage Inn,4,Experiencia agradable. instalaciones modernas. Recomendable.,
2021-04-17,Ruta,Alletra City - Aruba Central,4,Buena ruta en general. vistas impresionantes. Solo hubo un pequeño retraso al inicio.,
